OBS.,AGE,CHK_ACCT,SAV_ACCT,NUM_CREDITS,DURATION,HISTORY,PRESENT_RESIDENT,EMPLOYMENT,JOB,NUM_DEPENDENTS,RENT,INSTALL_RATE,GUARANTOR,OTHER_INSTALL,OWN_RES,TELEPHONE,FOREIGN,REAL_ESTATE,TYPE,AMOUNT_REQUESTED,CREDIT_EXTENDED,NPV
366,42,1,1,4,36,3,4,4,3,1,0,2,0,0,1,1,0,0,1,8086,"4,043",-1774
684,21,3,4,1,12,2,2,2,2,1,0,4,0,0,1,0,0,0,4,886,797,197
946,32,3,0,1,18,2,2,1,2,1,0,3,0,0,1,1,0,0,4,4594,"2,756",556
397,35,3,2,2,24,2,2,4,2,1,0,3,0,1,1,1,0,0,4,2397,"1,677",-538
879,50,1,0,1,48,3,4,4,2,1,0,4,0,0,0,0,0,0,5,6224,"4,979",-4477
483,35,3,0,2,18,4,2,1,3,1,0,3,0,0,1,1,0,0,3,3780,"1,890",231
447,34,3,0,2,18,2,1,3,2,1,0,4,0,1,1,1,0,0,6,1950,"1,170",160
129,50,3,0,1,12,2,2,2,2,1,0,4,0,0,1,0,0,1,3,1574,"1,416",446
549,47,1,0,1,6,3,4,0,3,1,0,4,0,0,1,1,0,0,1,1209,967,-475
650,29,1,1,1,36,2,1,1,3,1,1,4,0,0,0,1,0,0,3,9034,"7,227",-3545
503,36,0,0,1,6,2,2,2,1,1,0,1,0,1,1,1,0,1,3,1374,961,251
848,39,1,1,1,12,2,4,3,1,1,0,3,0,0,1,0,0,1,6,1037,622,116
817,25,3,0,1,24,2,4,3,2,1,1,2,0,0,0,1,0,0,3,3972,"2,383",396
284,29,0,0,2,45,0,4,4,2,1,1,2,0,0,0,0,0,0,6,11816,"7,089",-4581
717,20,1,3,1,11,2,1,1,2,1,0,4,0,0,1,0,0,1,3,1577,946,170
24,26,2,0,1,36,2,2,2,2,1,0,4,0,0,1,0,0,0,4,4210,"2,526",-816
803,34,1,0,1,7,2,2,2,2,1,0,3,1,0,1,0,0,1,4,2415,"2,173",578
232,26,2,0,1,24,2,4,1,2,1,0,2,0,0,1,0,0,0,3,3749,"2,624",612
320,29,3,0,1,6,2,2,3,2,1,1,2,0,0,0,0,0,1,4,2108,"1,897",606
988,36,3,4,2,30,4,3,3,2,1,0,2,0,0,1,0,0,0,4,6742,"4,045",459
748,25,2,0,1,24,2,2,3,2,1,0,4,0,1,1,0,0,0,4,5152,"2,576",377
255,31,0,4,1,30,2,4,4,2,1,0,4,0,0,1,0,0,0,3,6350,"3,810",-1837
197,47,1,0,2,21,3,4,2,2,1,0,1,0,0,1,0,0,0,1,2353,"2,117",405
102,24,0,0,1,48,2,4,1,2,1,1,3,0,0,0,0,0,0,6,4308,"4,308",-2807
665,32,0,0,2,30,0,2,2,2,1,0,2,1,0,1,0,0,1,3,4583,"3,208",534
191,44,3,4,2,20,4,4,1,2,1,0,2,0,0,1,1,0,1,1,3485,"2,788",456
847,26,3,0,2,33,3,2,2,2,1,0,2,0,0,1,1,0,0,6,2764,"1,658",189
309,58,0,0,1,24,2,4,4,1,1,0,4,1,0,1,1,0,1,0,1755,"1,053",211
213,24,3,0,1,12,2,2,2,1,1,1,3,0,0,0,0,0,1,3,1768,"1,237",300
523,27,3,0,2,36,0,2,2,2,1,0,4,0,0,1,0,0,0,0,2613,"2,613",673
986,26,3,1,1,9,2,2,2,2,2,1,1,1,0,0,0,1,1,1,3577,"2,146",481
674,23,1,0,2,24,2,4,2,3,1,1,1,0,0,0,0,0,0,2,11560,"9,248",-4648
73,34,2,0,2,9,0,2,1,3,1,0,4,0,0,1,1,0,0,4,1337,"1,203",-479
923,22,0,0,1,24,2,1,1,2,1,0,4,0,1,0,0,0,0,3,3149,"1,889",323
658,27,1,0,1,12,2,1,3,2,1,0,2,0,0,1,0,0,1,4,2930,"2,051",492
454,25,3,4,2,24,2,2,1,2,1,0,4,0,0,1,0,0,0,4,3105,"3,105",708
115,30,1,0,1,36,2,1,1,3,1,0,4,0,0,1,1,0,0,4,4795,"3,356",805
193,37,3,2,1,48,3,1,3,3,1,0,4,0,0,1,1,0,0,4,12749,"12,749",3442
575,28,0,0,2,13,4,1,1,1,1,0,3,0,1,1,0,0,0,6,1797,898,115
437,25,0,0,1,18,2,1,0,0,1,0,4,0,0,1,0,0,0,3,2473,"1,978",-1048
597,26,1,4,1,30,2,1,2,2,1,0,4,0,0,1,0,0,0,4,1715,"1,029",240
789,23,1,0,1,48,2,2,2,2,1,0,2,0,0,1,1,0,0,6,15672,"14,104",-12029
393,30,1,0,1,12,2,4,3,2,2,1,3,0,0,0,1,0,0,1,2002,"1,801",465
624,23,1,4,1,6,2,2,0,0,1,0,1,0,0,1,1,0,0,1,14555,"11,644",-5406
291,42,3,4,2,36,4,4,4,2,1,0,2,0,0,0,0,0,0,2,10477,"5,238",604
605,39,3,2,1,36,2,4,4,2,1,0,4,0,0,1,0,0,0,4,2299,"2,069",597
267,50,3,0,2,21,2,2,4,2,1,0,4,0,0,1,0,0,1,3,2241,"1,792",343
424,42,3,0,3,4,4,1,3,1,2,0,2,0,0,1,0,0,1,4,1544,"1,235",94
917,31,1,0,2,24,4,4,4,2,1,0,4,0,0,1,1,0,1,6,1935,967,-865
910,36,1,4,2,20,3,4,3,3,2,1,3,0,1,0,1,0,0,2,7057,"5,645",807
631,24,3,4,1,30,2,4,3,1,1,1,2,0,1,0,0,0,0,2,4811,"3,848",1076
849,35,3,1,1,10,2,2,2,1,1,1,3,0,0,0,0,1,1,1,1418,992,206
336,28,0,0,2,12,0,2,2,2,1,1,4,0,0,0,1,0,0,4,6199,"3,719",-1466
973,36,2,3,2,24,4,4,2,2,1,0,2,0,0,1,1,0,1,6,1275,892,116
595,30,1,2,2,48,0,1,1,2,1,0,1,0,0,1,0,0,0,1,8358,"7,522",1804
58,23,0,0,1,24,2,4,1,1,1,1,4,0,0,0,1,0,1,3,3234,"3,234",-1151
256,34,0,0,2,48,2,1,3,2,1,0,1,1,0,1,1,0,1,4,6999,"4,899",-1881
303,44,1,1,1,12,4,4,1,2,1,0,3,0,0,1,0,0,0,2,1804,"1,623",407
858,27,1,0,2,36,4,4,1,2,1,0,4,0,0,1,0,0,0,1,2820,"2,256",-1037
957,31,0,0,1,48,2,2,2,2,1,0,3,0,0,1,1,0,0,4,6758,"4,054",-1503
810,36,1,0,1,36,4,4,4,2,1,0,4,0,0,1,0,0,1,4,2337,"2,337",698
70,25,0,0,2,15,4,3,2,2,1,0,2,0,0,1,0,0,0,3,975,585,88
795,38,3,4,1,12,2,4,0,3,1,0,4,0,0,1,1,0,0,1,2859,"2,287",509
20,54,3,3,3,24,2,3,2,3,1,0,2,0,0,1,1,0,0,6,4591,"4,131",-2912
179,60,3,3,1,24,4,4,4,2,1,0,4,0,0,1,1,0,1,1,1940,"1,746",466
676,74,2,0,3,6,4,1,2,0,2,0,1,0,0,1,0,1,1,1,1299,909,109
820,36,1,4,1,24,2,4,4,2,1,0,4,0,1,0,1,0,0,2,2760,"1,656",394
376,25,3,0,2,30,4,2,3,2,1,0,4,0,0,1,0,0,0,4,5771,"5,193",1122
766,37,3,4,1,48,2,3,3,2,1,0,4,0,1,1,1,0,0,4,10222,"9,199",2951
319,50,3,3,1,24,4,4,2,2,1,0,4,0,0,1,1,0,1,3,3777,"2,266",492
866,28,1,0,2,30,0,1,2,2,1,0,2,0,0,1,0,0,0,6,4221,"2,954",414
976,35,0,0,2,12,4,3,4,2,1,0,4,0,0,1,0,0,0,1,691,414,-225
839,27,1,2,1,15,4,4,2,2,1,0,2,0,1,1,0,0,0,6,2326,"1,860",519
329,63,3,4,1,15,4,4,4,2,1,0,4,0,0,1,0,0,0,3,1520,"1,064",225
446,31,0,0,1,24,2,3,3,2,1,0,2,0,0,1,1,0,0,1,4817,"2,890",-1679
826,23,3,1,1,15,2,4,1,2,1,0,1,0,0,1,1,0,0,2,3812,"3,812",1205
749,62,3,0,1,24,2,4,4,2,1,0,4,0,0,0,1,0,0,1,3757,"2,629",697
645,34,0,0,1,36,2,4,1,2,1,0,4,0,0,1,1,0,0,1,1842,"1,289",-599
544,25,1,4,1,12,2,1,2,2,1,0,2,0,0,1,1,0,1,4,1484,890,-456
204,30,1,1,2,18,2,2,2,2,1,0,2,0,0,1,1,0,0,1,5866,"2,933",225
815,28,0,0,2,36,4,2,2,2,1,0,3,1,0,1,0,0,0,3,5371,"4,833",1137
217,36,3,2,2,15,2,3,3,2,1,0,4,0,0,1,1,0,0,0,1262,757,72
128,37,3,2,1,12,4,4,3,2,1,1,3,0,0,0,1,0,0,3,1402,"1,261",397
831,24,1,0,1,8,2,4,2,2,1,0,3,0,0,1,0,0,1,3,1237,989,-430
62,22,0,1,1,12,2,3,0,2,1,0,4,0,0,1,0,0,0,0,741,518,-192
733,34,3,3,1,24,2,3,3,2,2,0,4,0,0,1,1,0,0,1,1525,"1,372",347
324,25,1,0,1,18,2,2,2,1,1,0,4,1,0,1,0,0,1,4,866,779,199
307,25,1,0,1,48,0,2,2,2,1,0,2,0,0,1,1,0,0,6,14421,"10,094",-7360
545,41,3,4,2,9,4,4,4,1,1,1,4,0,0,0,0,0,0,5,1244,995,138
126,46,2,0,1,12,2,2,2,1,1,0,1,0,0,1,0,0,0,3,2251,"1,575",349
135,26,0,0,1,21,2,4,3,1,1,1,1,0,0,0,0,0,0,3,3599,"2,159",426
28,32,3,4,1,18,2,3,3,2,1,0,4,0,0,1,0,1,0,1,2662,"1,863",485
359,33,1,0,1,36,2,1,1,1,1,1,4,0,0,0,0,0,0,0,2384,"1,907",-594
741,27,0,0,1,15,2,2,1,2,1,0,4,0,0,1,0,1,1,4,1053,631,119
471,32,1,0,1,27,2,1,1,2,2,0,4,0,0,1,1,0,0,6,2528,"1,769",424
285,23,3,0,1,18,2,4,1,2,1,0,4,0,0,1,0,0,1,0,1943,"1,360",-792
608,34,0,0,1,42,2,3,1,2,1,0,4,0,0,1,0,0,0,4,3965,"2,775",-1203
722,23,2,0,1,36,2,2,2,2,1,0,2,0,0,1,1,0,1,4,3913,"3,130",899
627,36,3,4,2,36,4,4,4,2,1,0,4,0,0,1,0,0,1,6,6304,"4,412",681
924,39,0,0,1,30,2,3,4,2,2,0,1,1,0,1,0,0,0,4,2522,"1,765",376
985,57,0,0,1,12,2,4,4,1,1,0,4,0,1,1,0,0,1,4,709,425,-142
125,51,3,0,1,6,2,2,3,2,2,0,3,0,0,1,0,0,0,4,1595,"1,595",534
738,36,3,4,1,7,3,4,4,2,1,0,3,0,0,0,0,0,0,4,846,423,77
47,37,0,0,1,36,2,2,2,2,2,0,1,1,0,1,0,0,0,3,3620,"1,810",334
727,38,3,0,1,24,2,3,1,2,1,0,4,0,1,1,1,0,0,4,1533,"1,379",389
94,24,0,0,1,24,2,1,1,1,1,0,4,0,0,1,0,1,0,3,1747,"1,572",457
559,20,0,0,1,18,2,4,2,2,1,1,1,0,1,0,0,0,1,3,2039,"1,223",-517
66,50,0,0,1,48,2,1,3,3,1,0,4,0,0,0,1,0,0,5,7476,"5,980",1585
836,28,3,0,1,12,2,2,2,2,1,0,4,0,0,1,0,0,1,4,776,543,104
809,30,0,1,1,18,2,3,3,3,2,0,4,0,0,1,1,0,0,1,2249,"1,574",421
152,32,3,0,1,36,2,2,2,3,1,0,2,0,0,0,1,0,0,2,4686,"2,343",378
521,38,0,0,3,30,4,4,4,3,2,0,3,0,0,0,1,0,0,2,10623,"6,373",373
337,21,3,0,1,6,2,2,2,2,1,1,1,0,0,0,0,0,0,3,1766,"1,766",567
901,28,1,0,2,30,4,2,0,3,1,0,4,0,0,1,0,0,0,1,5234,"4,187",-1605
244,36,0,0,3,6,4,4,0,3,1,0,4,0,0,0,1,0,0,3,1872,"1,497",155
867,43,0,0,2,12,4,4,4,2,1,1,3,0,0,0,1,0,0,1,4843,"4,358",-1482
38,36,3,4,1,36,2,4,2,2,1,0,4,0,0,1,0,0,1,1,3079,"2,771",811
74,33,1,0,1,24,3,2,1,2,1,0,1,0,0,1,0,0,0,4,6403,"3,841",696
305,24,0,1,2,30,4,4,3,2,1,1,1,0,0,0,0,0,0,2,6187,"4,949",997
726,29,0,0,1,12,1,1,2,2,1,0,4,0,0,0,0,0,0,4,2149,"2,149",-1220
974,26,1,1,2,30,0,4,2,1,1,1,4,0,0,0,0,0,0,6,4280,"2,568",-1974
532,31,0,0,1,36,1,4,4,2,1,0,4,0,1,1,0,0,0,3,2746,"2,196",-989
955,35,3,4,2,48,4,1,3,2,1,0,2,0,0,0,1,0,0,2,8858,"7,086",1010
254,41,3,0,1,12,3,4,2,2,1,1,4,0,0,0,0,0,1,2,1503,"1,503",427
953,41,0,0,1,6,2,4,1,1,2,0,3,0,0,1,1,0,1,1,662,595,182
823,22,3,0,1,9,2,2,3,2,1,0,4,0,0,1,0,0,0,4,1478,"1,034",-372
669,27,2,4,2,10,4,2,3,2,1,0,4,0,0,1,1,0,0,4,1347,942,173
868,64,0,0,1,24,2,4,4,1,1,1,4,0,1,0,0,0,1,4,2384,"1,430",322
153,24,0,0,1,18,2,2,2,2,1,0,2,0,0,1,0,0,1,4,3190,"1,914",-1031
83,27,3,0,2,12,2,2,2,2,1,0,3,0,0,1,1,0,1,1,1101,990,198
247,34,1,0,1,12,2,1,1,3,1,1,3,0,0,0,0,0,1,3,3017,"2,715",656
982,26,0,0,1,18,2,3,2,2,1,0,4,0,1,1,0,0,1,4,1345,807,-352
610,61,3,4,1,12,4,2,3,2,1,0,4,0,0,1,0,0,0,5,2012,"1,207",215
236,38,3,4,1,18,4,4,0,3,1,0,2,0,0,1,1,0,0,2,3229,"3,229",1119
211,24,3,0,1,6,3,2,2,2,1,0,3,0,0,1,0,0,1,4,932,652,167
541,22,1,0,1,24,2,1,1,2,1,0,1,0,0,1,1,0,0,4,2039,"1,631",-926
491,36,3,0,1,24,2,1,4,3,1,0,4,0,0,1,1,0,1,4,1278,"1,022",247
697,23,1,2,2,27,4,2,2,1,1,0,4,0,0,1,0,0,0,4,2520,"2,016",-647
564,47,3,0,3,12,2,4,4,2,2,0,4,0,1,1,1,0,0,5,1393,"1,393",210
391,40,3,4,1,15,2,2,2,2,1,1,4,0,0,0,1,0,1,4,1386,693,150
399,26,0,0,1,36,2,2,2,2,2,0,2,0,0,1,0,0,0,2,8229,"6,583",-2272
235,25,1,2,1,18,2,3,1,2,1,1,1,0,0,0,0,0,1,4,3213,"1,927",434
257,29,2,0,1,6,3,1,1,2,1,0,2,0,1,1,0,0,0,4,683,341,49
781,65,3,4,4,12,4,4,4,2,1,0,4,0,0,1,0,0,1,4,930,837,49
617,33,0,0,1,18,2,2,0,2,1,0,4,0,0,1,0,0,0,3,1131,678,-313
797,54,3,0,1,15,2,2,4,3,1,1,4,0,1,0,1,0,0,4,3568,"3,568",1238
948,44,0,0,2,15,4,4,4,2,2,0,4,0,0,1,1,0,0,3,1478,886,137
992,39,0,0,1,24,2,2,4,3,1,1,4,0,0,0,1,0,0,3,3345,"2,676",-971
82,26,1,0,1,8,2,2,1,2,1,0,3,0,0,1,1,0,1,6,907,816,248
296,28,1,2,1,24,2,4,1,2,1,1,3,0,0,0,0,0,0,2,4113,"2,879",-1160
928,29,3,1,1,24,2,4,2,3,1,1,4,0,0,0,1,0,0,4,1901,"1,330",310
133,32,0,0,1,24,2,3,1,2,1,0,4,0,0,1,0,0,0,4,1938,"1,550",-696
51,27,0,0,1,24,2,1,1,2,1,0,4,0,0,1,0,0,0,1,3123,"2,498",-1330
554,33,2,0,1,21,4,1,1,2,1,1,2,0,0,0,0,0,0,5,2319,"1,159",-874
237,36,2,0,2,12,3,2,2,2,1,0,2,0,1,1,1,0,0,1,2247,"1,797",338
807,37,3,0,1,36,2,4,2,2,1,0,4,0,1,0,1,0,0,5,1819,909,-637
640,55,0,0,1,12,2,4,0,3,1,0,3,0,0,0,0,0,0,3,2578,"1,546",318
716,45,0,0,1,12,1,1,4,1,1,0,4,0,1,1,0,0,0,0,339,271,59
435,37,2,0,1,10,2,1,1,1,2,0,1,1,0,1,0,0,0,1,3949,"3,159",925
657,36,0,0,1,12,2,3,3,2,1,0,2,0,0,1,0,0,0,1,1372,"1,234",-428
951,45,3,1,1,39,2,2,4,3,1,0,4,0,0,1,1,0,0,2,8588,"5,152",948
919,33,1,0,2,18,0,4,2,2,1,0,1,0,1,1,1,0,0,3,3244,"2,919",702
63,27,1,0,2,21,4,3,3,2,1,0,2,0,0,1,0,0,0,6,3652,"2,191",337
433,36,3,0,2,18,4,3,2,2,1,0,4,0,0,1,0,0,1,1,1028,925,153
356,27,1,1,1,12,4,1,1,2,1,0,4,0,0,1,0,0,0,1,1995,"1,795",579
407,26,3,0,1,24,2,4,1,2,1,0,4,0,0,1,1,0,0,4,3181,"2,544",598
837,42,0,0,1,36,2,2,4,2,2,0,4,0,0,1,0,0,0,3,3446,"3,101",-1708
369,47,3,0,3,24,4,3,1,2,1,0,3,0,0,0,1,0,0,4,5103,"4,592",439
271,47,2,1,1,24,2,2,4,2,1,0,4,0,0,0,1,0,0,4,1377,688,143
489,43,1,0,1,24,2,3,3,2,1,0,3,0,0,1,1,0,0,3,4057,"2,839",-918
54,32,1,0,2,36,2,1,3,2,2,0,3,0,0,1,0,0,0,5,2273,"1,818",350
911,35,1,2,1,14,2,2,4,2,1,0,1,0,0,1,1,0,1,6,1410,846,144
194,22,1,0,1,9,2,2,1,2,1,0,4,0,0,1,1,0,0,4,1670,"1,503",-488
81,54,3,0,2,24,4,4,4,2,2,0,4,0,0,0,0,0,0,5,1597,"1,597",401
511,39,1,0,2,24,4,3,2,3,2,0,2,0,0,1,1,0,0,0,11938,"8,356",-3313
117,30,3,0,2,18,4,1,1,2,1,0,4,0,0,1,0,0,0,1,1055,844,164
293,22,0,0,1,9,2,4,1,2,1,1,3,0,0,0,0,0,0,4,1366,"1,092",-502
929,48,0,0,1,24,3,4,1,2,1,0,4,0,1,1,0,0,1,4,1024,614,-325
493,55,0,0,1,24,1,1,1,2,1,0,2,0,1,1,1,0,0,3,6872,"6,184",-2721
979,27,0,0,1,40,4,3,2,2,1,0,4,0,1,1,1,0,0,5,5998,"4,198",-3572
486,45,3,0,2,36,3,2,4,2,2,0,2,0,0,1,1,0,0,1,10875,"7,612",1341
188,46,2,0,2,6,4,4,4,2,2,0,1,0,0,1,0,1,1,1,1343,805,84
711,32,1,0,1,12,2,2,3,2,1,0,2,0,0,1,0,0,0,1,6078,"5,470",1702
611,39,3,0,2,18,1,4,4,3,2,0,2,0,1,1,1,0,0,1,6458,"6,458",-2804
600,31,3,0,1,12,2,4,3,1,1,0,3,0,0,1,0,0,1,3,1736,"1,388",339
358,22,0,0,1,15,2,4,2,1,1,0,4,0,0,1,0,0,0,6,806,725,226
702,25,0,4,3,30,0,3,1,2,1,0,2,0,1,1,0,0,0,6,8072,"5,650",351
198,43,3,0,1,24,2,4,2,1,2,0,1,0,0,1,0,0,0,1,7393,"4,435",767
949,26,3,0,1,6,2,3,2,2,1,1,2,1,0,0,0,0,0,1,3518,"3,518",1046
607,29,3,0,1,12,2,2,1,2,1,0,2,0,1,1,0,0,0,4,2171,"1,953",592
15,27,2,3,1,6,2,2,1,0,1,0,2,0,0,1,0,1,1,1,709,496,93
167,23,0,4,1,12,2,2,2,2,1,0,4,0,0,1,0,0,0,1,900,900,-491
69,56,3,0,1,6,2,2,1,2,1,0,1,0,0,1,0,0,0,5,1538,"1,230",364
963,64,3,4,1,9,2,4,4,1,1,0,1,0,0,1,0,0,1,5,3832,"1,916",323
87,27,3,3,2,24,4,2,2,2,1,0,4,0,0,1,0,0,1,2,5804,"4,643",956
44,74,3,0,1,5,2,4,3,1,1,0,1,0,0,1,0,0,1,6,3448,"3,103",824
516,20,0,0,1,12,2,4,2,2,1,1,2,0,0,0,0,0,0,3,1282,769,-302
874,45,3,0,2,6,4,3,3,3,2,0,1,0,0,1,1,0,0,1,6761,"6,084",1037
340,31,0,0,1,6,4,4,3,2,1,0,1,0,0,1,0,0,0,4,1957,"1,369",292
775,37,0,0,1,12,2,1,1,1,1,0,3,0,0,1,0,0,1,1,1274,637,-268
221,26,3,0,2,27,3,4,3,2,1,0,3,0,0,1,0,0,0,6,5117,"3,581",647
283,41,0,0,1,36,2,2,4,2,2,0,2,0,1,1,0,0,0,3,2712,"1,627",-603
609,27,1,0,2,18,4,1,1,2,1,0,4,0,0,1,0,0,0,3,1295,777,82
200,34,3,1,1,15,1,4,4,1,2,0,4,0,1,1,0,0,0,4,1569,941,158
736,26,3,0,2,36,3,2,2,3,1,0,4,0,0,1,1,0,0,4,4463,"3,124",-1012
514,38,3,4,2,12,4,2,4,2,1,0,4,0,0,1,1,0,1,4,1240,868,130
834,28,0,0,1,24,2,4,2,2,1,0,4,0,0,1,0,0,0,3,4169,"2,501",599
158,38,3,0,1,30,4,2,3,2,1,0,3,0,0,1,0,0,0,4,5954,"4,167",835
422,51,3,4,1,36,4,2,4,2,1,0,4,0,0,1,1,0,0,4,3342,"2,673",725
664,28,3,2,1,24,2,1,3,2,1,0,4,0,0,1,0,0,0,4,1376,963,239
530,26,1,0,1,48,2,2,1,2,1,0,1,0,0,1,1,0,0,3,9960,"7,968",-2393
110,54,0,0,1,12,4,3,4,2,1,0,4,0,0,1,0,0,1,2,1409,"1,268",318
876,31,3,0,1,24,2,2,2,2,1,0,2,1,0,1,1,0,1,1,1393,835,178
998,25,1,1,1,15,1,2,2,2,1,1,2,0,0,0,0,0,0,1,1264,884,-286
875,26,3,4,1,21,2,3,2,2,1,0,1,0,0,1,0,0,0,2,5248,"2,624",487
76,49,0,0,1,6,2,1,4,2,1,0,2,0,1,1,1,0,0,3,428,342,99
599,25,0,0,2,15,4,3,2,2,1,1,4,0,0,0,0,0,0,3,1433,859,128
127,55,0,0,1,24,2,4,4,2,1,0,4,0,0,1,0,0,0,4,1603,961,195
538,37,0,0,1,48,1,4,3,2,1,1,2,1,0,0,0,0,0,6,7685,"4,611",-3379
563,35,3,4,1,15,2,2,4,2,1,0,4,0,0,1,0,0,0,4,1979,"1,781",445
185,28,3,0,2,21,3,2,2,1,1,0,3,0,1,1,0,0,1,2,2993,"2,095",359
251,49,2,1,1,9,2,4,4,2,1,0,2,0,0,1,0,0,1,4,1126,563,92
123,23,0,4,1,12,2,4,2,2,1,1,4,0,1,0,1,0,0,5,1200,"1,080",299
601,53,3,2,1,24,2,4,4,2,1,0,3,0,0,1,0,0,0,3,2835,"1,984",411
613,40,0,0,1,12,2,2,2,1,1,0,4,0,0,1,0,0,1,4,701,420,93
499,30,3,0,2,24,4,2,3,1,1,0,2,0,0,1,0,0,0,3,2028,"1,419",217
619,74,1,0,1,9,1,4,4,3,2,0,2,0,1,0,1,0,0,2,5129,"3,077",-1488
342,40,3,2,1,10,2,2,2,1,2,1,3,0,0,0,0,1,0,1,1597,"1,277",343
750,40,3,0,2,24,4,3,3,2,1,0,4,0,0,1,0,0,0,3,1585,"1,268",196
637,27,3,0,2,18,4,1,3,2,1,0,3,0,0,1,0,0,0,2,3850,"2,695",324
294,30,3,0,2,9,4,1,2,2,1,0,3,0,0,1,0,0,1,1,1224,"1,101",221
896,45,0,0,1,28,2,2,2,1,1,0,3,0,0,1,0,0,0,1,4006,"2,804",-1282
550,20,0,4,1,24,2,4,2,2,1,0,2,0,0,1,0,0,0,3,2996,"2,696",-1242
993,43,0,0,2,12,3,2,2,1,2,0,4,0,0,1,0,0,1,1,1344,940,158
277,24,0,0,1,12,2,3,2,1,1,0,4,0,0,1,0,0,0,4,2214,"1,328",266
926,57,3,1,3,11,4,4,0,1,1,0,4,0,0,1,0,0,1,4,1154,"1,154",219
987,24,0,0,1,12,2,4,4,2,1,1,4,0,0,0,0,0,0,3,652,456,112
721,26,1,0,1,12,4,3,3,2,1,0,4,0,0,1,0,0,0,0,1424,"1,424",390
869,35,3,1,1,9,2,4,4,2,1,0,3,0,0,1,1,0,0,4,2753,"2,202",503
199,33,3,0,1,48,2,2,0,3,1,1,3,0,1,0,1,0,0,6,4844,"3,390",-2152
408,40,0,4,1,36,2,4,4,3,1,0,4,0,0,1,1,0,0,5,1977,"1,383",-961
487,25,3,0,1,10,2,2,2,1,1,1,2,0,1,0,0,0,1,3,2210,"1,989",-948
289,36,1,4,2,30,4,4,4,2,1,0,4,0,0,1,0,0,1,1,2181,"1,962",319
751,34,1,1,1,15,1,2,0,3,2,0,1,0,0,1,1,0,0,1,6850,"3,425",-1718
846,27,0,0,1,6,2,1,1,2,1,0,4,0,0,1,0,0,1,0,343,308,98
937,40,1,0,1,18,2,4,3,2,1,1,2,0,0,0,0,0,1,3,3001,"2,700",699
103,44,0,2,1,6,2,3,2,2,2,1,2,0,0,0,0,0,1,4,2647,"2,647",770
735,23,1,2,1,24,2,4,0,0,1,1,1,0,0,0,0,0,0,4,3758,"2,254",384
